3.09E-13,1.34E-13,5.98E-14,8.92E-14,1.09E-13,1.63E-13,3.92E-14
3.14E-13,1.34E-13,6.07E-14,8.98E-14,1.08E-13,1.63E-13,3.82E-14
3.11E-13,1.35E-13,6.18E-14,9.15E-14,1.10E-13,1.62E-13,3.71E-14
3.08E-13,1.36E-13,6.25E-14,9.31E-14,1.12E-13,1.59E-13,3.78E-14
3.09E-13,1.35E-13,6.27E-14,9.36E-14,1.12E-13,1.57E-13,3.91E-14
3.11E-13,1.34E-13,6.22E-14,9.32E-14,1.14E-13,1.59E-13,3.96E-14
3.12E-13,1.34E-13,6.19E-14,9.29E-14,1.14E-13,1.61E-13,4.02E-14
3.10E-13,1.33E-13,6.20E-14,9.25E-14,1.13E-13,1.61E-13,3.99E-14
3.08E-13,1.34E-13,6.26E-14,9.24E-14,1.12E-13,1.59E-13,3.87E-14
3.05E-13,1.33E-13,6.25E-14,9.18E-14,1.11E-13,1.58E-13,3.79E-14
3.02E-13,1.31E-13,6.21E-14,8.96E-14,1.07E-13,1.58E-13,3.70E-14
3.04E-13,1.32E-13,6.22E-14,8.80E-14,1.08E-13,1.61E-13,3.68E-14
3.07E-13,1.34E-13,6.18E-14,8.75E-14,1.09E-13,1.61E-13,3.71E-14
3.07E-13,1.33E-13,6.01E-14,8.72E-14,1.08E-13,1.60E-13,3.74E-14
3.10E-13,1.31E-13,5.96E-14,8.77E-14,1.09E-13,1.58E-13,3.77E-14
3.13E-13,1.32E-13,6.09E-14,8.88E-14,1.10E-13,1.56E-13,3.81E-14
3.10E-13,1.34E-13,6.18E-14,8.99E-14,1.11E-13,1.59E-13,3.89E-14
3.10E-13,1.35E-13,6.23E-14,9.13E-14,1.13E-13,1.62E-13,3.97E-14
3.09E-13,1.35E-13,6.23E-14,9.27E-14,1.16E-13,1.62E-13,4.01E-14
3.05E-13,1.34E-13,6.22E-14,9.25E-14,1.15E-13,1.60E-13,3.99E-14
3.00E-13,1.32E-13,6.18E-14,9.21E-14,1.13E-13,1.60E-13,3.88E-14
2.99E-13,1.31E-13,6.15E-14,9.13E-14,1.12E-13,1.60E-13,3.74E-14
3.00E-13,1.32E-13,6.15E-14,9.11E-14,1.12E-13,1.59E-13,3.71E-14
3.04E-13,1.33E-13,6.14E-14,9.15E-14,1.11E-13,1.58E-13,3.77E-14
3.07E-13,1.34E-13,6.09E-14,9.16E-14,1.10E-13,1.57E-13,3.83E-14
3.07E-13,1.33E-13,6.08E-14,9.02E-14,1.09E-13,1.58E-13,3.82E-14
3.03E-13,1.32E-13,6.13E-14,8.92E-14,1.09E-13,1.61E-13,3.84E-14
3.04E-13,1.33E-13,6.19E-14,8.90E-14,1.10E-13,1.61E-13,3.82E-14
3.05E-13,1.33E-13,6.22E-14,8.94E-14,1.11E-13,1.60E-13,3.82E-14
3.05E-13,1.33E-13,6.22E-14,8.98E-14,1.10E-13,1.61E-13,3.82E-14
3.06E-13,1.33E-13,6.18E-14,9.00E-14,1.10E-13,1.62E-13,3.80E-14
3.02E-13,1.32E-13,6.13E-14,9.07E-14,1.10E-13,1.60E-13,3.84E-14
2.94E-13,1.31E-13,6.03E-14,9.11E-14,1.10E-13,1.60E-13,3.80E-14
2.84E-13,1.32E-13,6.00E-14,9.05E-14,1.10E-13,1.59E-13,3.78E-14
2.81E-13,1.32E-13,6.02E-14,9.03E-14,1.11E-13,1.60E-13,3.79E-14
2.87E-13,1.32E-13,6.08E-14,8.99E-14,1.09E-13,1.60E-13,3.79E-14
2.93E-13,1.32E-13,6.11E-14,9.05E-14,1.10E-13,1.60E-13,3.76E-14
3.02E-13,1.32E-13,6.08E-14,9.09E-14,1.11E-13,1.60E-13,3.69E-14
3.05E-13,1.31E-13,6.14E-14,9.06E-14,1.11E-13,1.61E-13,3.70E-14
3.03E-13,1.30E-13,6.14E-14,9.00E-14,1.10E-13,1.59E-13,3.75E-14
3.01E-13,1.31E-13,6.10E-14,8.96E-14,1.11E-13,1.56E-13,3.76E-14
3.03E-13,1.32E-13,6.14E-14,8.99E-14,1.11E-13,1.56E-13,3.75E-14
3.07E-13,1.33E-13,6.15E-14,8.94E-14,1.10E-13,1.59E-13,3.76E-14
3.07E-13,1.34E-13,6.16E-14,8.88E-14,1.10E-13,1.60E-13,3.76E-14
3.04E-13,1.33E-13,6.16E-14,8.87E-14,1.10E-13,1.59E-13,3.76E-14
3.00E-13,1.32E-13,6.13E-14,8.87E-14,1.11E-13,1.59E-13,3.80E-14
2.98E-13,1.30E-13,6.07E-14,8.79E-14,1.11E-13,1.60E-13,3.80E-14
3.04E-13,1.29E-13,6.01E-14,8.74E-14,1.12E-13,1.61E-13,3.72E-14
3.05E-13,1.29E-13,6.04E-14,8.79E-14,1.13E-13,1.61E-13,3.68E-14
2.96E-13,1.30E-13,6.02E-14,8.77E-14,1.12E-13,1.60E-13,3.80E-14
2.86E-13,1.30E-13,5.97E-14,8.65E-14,1.09E-13,1.58E-13,3.95E-14
2.82E-13,1.31E-13,6.00E-14,8.65E-14,1.10E-13,1.58E-13,3.96E-14
2.89E-13,1.32E-13,6.08E-14,8.79E-14,1.11E-13,1.58E-13,3.89E-14
2.95E-13,1.32E-13,6.10E-14,8.89E-14,1.13E-13,1.57E-13,3.84E-14
2.98E-13,1.31E-13,6.06E-14,8.94E-14,1.14E-13,1.57E-13,3.81E-14
3.01E-13,1.31E-13,6.04E-14,8.94E-14,1.15E-13,1.58E-13,3.74E-14
2.99E-13,1.29E-13,6.02E-14,8.87E-14,1.13E-13,1.56E-13,3.68E-14
2.90E-13,1.28E-13,5.96E-14,8.75E-14,1.10E-13,1.54E-13,3.67E-14
2.86E-13,1.30E-13,5.95E-14,8.69E-14,1.10E-13,1.55E-13,3.73E-14
2.89E-13,1.32E-13,6.06E-14,8.74E-14,1.08E-13,1.58E-13,3.78E-14
2.91E-13,1.33E-13,6.16E-14,8.75E-14,1.08E-13,1.58E-13,3.68E-14
2.94E-13,1.31E-13,6.15E-14,8.71E-14,1.09E-13,1.58E-13,3.66E-14
2.94E-13,1.29E-13,6.12E-14,8.69E-14,1.09E-13,1.56E-13,3.72E-14
2.92E-13,1.29E-13,6.11E-14,8.75E-14,1.09E-13,1.55E-13,3.75E-14
2.94E-13,1.30E-13,6.11E-14,8.78E-14,1.10E-13,1.57E-13,3.75E-14
2.98E-13,1.30E-13,6.07E-14,8.65E-14,1.09E-13,1.58E-13,3.78E-14
2.96E-13,1.27E-13,5.99E-14,8.57E-14,1.07E-13,1.57E-13,3.69E-14
2.92E-13,1.26E-13,5.92E-14,8.62E-14,1.06E-13,1.57E-13,3.58E-14
2.90E-13,1.27E-13,5.90E-14,8.77E-14,1.08E-13,1.56E-13,3.57E-14
2.94E-13,1.27E-13,5.93E-14,8.93E-14,1.08E-13,1.55E-13,3.67E-14
3.00E-13,1.27E-13,5.94E-14,8.97E-14,1.08E-13,1.54E-13,3.74E-14
3.01E-13,1.31E-13,5.96E-14,8.77E-14,1.08E-13,1.55E-13,3.78E-14
2.97E-13,1.31E-13,5.98E-14,8.55E-14,1.06E-13,1.57E-13,3.80E-14
2.94E-13,1.32E-13,6.00E-14,8.56E-14,1.05E-13,1.55E-13,3.83E-14
2.93E-13,1.32E-13,5.95E-14,8.72E-14,1.05E-13,1.53E-13,3.83E-14
2.98E-13,1.33E-13,5.89E-14,8.70E-14,1.06E-13,1.54E-13,3.72E-14
3.00E-13,1.30E-13,5.88E-14,8.61E-14,1.06E-13,1.59E-13,3.68E-14
2.98E-13,1.28E-13,5.94E-14,8.52E-14,1.07E-13,1.60E-13,3.81E-14
2.95E-13,1.27E-13,5.92E-14,8.53E-14,1.09E-13,1.58E-13,3.87E-14
2.94E-13,1.29E-13,5.86E-14,8.58E-14,1.09E-13,1.58E-13,3.79E-14
2.93E-13,1.30E-13,5.84E-14,8.67E-14,1.09E-13,1.58E-13,3.70E-14
2.91E-13,1.29E-13,5.81E-14,8.60E-14,1.09E-13,1.56E-13,3.66E-14
2.85E-13,1.28E-13,5.82E-14,8.45E-14,1.07E-13,1.55E-13,3.63E-14
2.79E-13,1.27E-13,5.81E-14,8.43E-14,1.05E-13,1.55E-13,3.67E-14
2.81E-13,1.25E-13,5.80E-14,8.59E-14,1.07E-13,1.55E-13,3.79E-14
2.92E-13,1.25E-13,5.78E-14,8.58E-14,1.08E-13,1.55E-13,3.81E-14
2.99E-13,1.27E-13,5.84E-14,8.54E-14,1.06E-13,1.55E-13,3.71E-14
2.99E-13,1.28E-13,5.84E-14,8.61E-14,1.07E-13,1.57E-13,3.66E-14
2.99E-13,1.28E-13,5.82E-14,8.71E-14,1.10E-13,1.57E-13,3.68E-14
2.97E-13,1.29E-13,5.83E-14,8.72E-14,1.11E-13,1.54E-13,3.71E-14
2.93E-13,1.30E-13,5.83E-14,8.75E-14,1.11E-13,1.54E-13,3.77E-14
2.88E-13,1.31E-13,5.81E-14,8.75E-14,1.09E-13,1.55E-13,3.85E-14
2.89E-13,1.29E-13,5.77E-14,8.72E-14,1.08E-13,1.55E-13,3.90E-14
2.91E-13,1.28E-13,5.77E-14,8.68E-14,1.07E-13,1.56E-13,3.83E-14
2.88E-13,1.30E-13,5.80E-14,8.68E-14,1.07E-13,1.55E-13,3.79E-14
2.87E-13,1.30E-13,5.85E-14,8.75E-14,1.09E-13,1.54E-13,3.73E-14
2.87E-13,1.29E-13,5.91E-14,8.81E-14,1.10E-13,1.55E-13,3.67E-14
2.89E-13,1.28E-13,5.95E-14,8.77E-14,1.10E-13,1.56E-13,3.68E-14
2.94E-13,1.27E-13,5.94E-14,8.67E-14,1.09E-13,1.55E-13,3.75E-14
2.96E-13,1.28E-13,5.87E-14,8.63E-14,1.06E-13,1.55E-13,3.81E-14
2.94E-13,1.29E-13,5.89E-14,8.62E-14,1.07E-13,1.54E-13,3.82E-14
2.92E-13,1.28E-13,5.99E-14,8.68E-14,1.09E-13,1.53E-13,3.76E-14
2.92E-13,1.28E-13,6.04E-14,8.78E-14,1.10E-13,1.54E-13,3.70E-14
2.89E-13,1.29E-13,6.05E-14,8.81E-14,1.11E-13,1.56E-13,3.72E-14
2.86E-13,1.27E-13,5.97E-14,8.77E-14,1.11E-13,1.55E-13,3.78E-14
2.82E-13,1.26E-13,5.86E-14,8.71E-14,1.09E-13,1.54E-13,3.79E-14
2.82E-13,1.27E-13,5.87E-14,8.59E-14,1.08E-13,1.53E-13,3.73E-14
2.85E-13,1.29E-13,5.99E-14,8.53E-14,1.07E-13,1.53E-13,3.67E-14
2.86E-13,1.30E-13,5.96E-14,8.62E-14,1.08E-13,1.55E-13,3.65E-14
2.85E-13,1.28E-13,5.94E-14,8.68E-14,1.09E-13,1.56E-13,3.76E-14
2.84E-13,1.26E-13,5.82E-14,8.60E-14,1.07E-13,1.55E-13,3.82E-14
2.82E-13,1.25E-13,5.66E-14,8.49E-14,1.05E-13,1.55E-13,3.73E-14
2.83E-13,1.26E-13,5.57E-14,8.52E-14,1.04E-13,1.54E-13,3.62E-14
2.85E-13,1.27E-13,5.71E-14,8.68E-14,1.06E-13,1.52E-13,3.60E-14
2.88E-13,1.27E-13,5.73E-14,8.74E-14,1.08E-13,1.52E-13,3.61E-14
2.91E-13,1.26E-13,5.65E-14,8.58E-14,1.06E-13,1.53E-13,3.60E-14
2.90E-13,1.25E-13,5.59E-14,8.43E-14,1.05E-13,1.53E-13,3.59E-14
2.87E-13,1.25E-13,5.77E-14,8.50E-14,1.05E-13,1.50E-13,3.62E-14
2.86E-13,1.27E-13,5.84E-14,8.67E-14,1.07E-13,1.50E-13,3.75E-14
2.87E-13,1.28E-13,5.87E-14,8.77E-14,1.10E-13,1.53E-13,3.81E-14
2.88E-13,1.27E-13,5.88E-14,8.75E-14,1.11E-13,1.57E-13,3.76E-14
2.89E-13,1.27E-13,5.81E-14,8.63E-14,1.09E-13,1.59E-13,3.74E-14
2.93E-13,1.27E-13,5.75E-14,8.59E-14,1.08E-13,1.57E-13,3.71E-14
2.92E-13,1.28E-13,5.74E-14,8.56E-14,1.07E-13,1.54E-13,3.70E-14
2.87E-13,1.27E-13,5.74E-14,8.60E-14,1.06E-13,1.53E-13,3.72E-14
